communityname,State,pop,perHoush,pct12-21,pct12-29,pct16-24,pct65up,medIncome,pctNotHSgrad,pctCollGrad,pctUnemploy,pctAllDivorc,persHomeless,violentPerPop
Norwoodcity,OH,23674,2.44,12.7,26.67,12.48,12.26,22191,38.11,8.4,6.82,15.71,0,489.45
Greenwoodcity,MS,18906,2.69,15.46,26.8,12.32,14.39,15938,41.31,18.79,11.24,13.72,0,489.94
Burbankcity,CA,93643,2.38,11.49,26.98,12.39,13.2,35959,20.32,22.92,5.12,13.93,1,491.18
Saugustown,MA,25549,2.75,12.55,24.82,12.43,13.93,41919,19.43,16.23,5.8,7.62,0,491.54
Sparkscity,NV,53367,2.6,13.4,27.25,12.9,8.57,32420,17.7,16.01,4.64,16.58,4,491.66
Edinburgcity,TX,29885,3.53,20.1,34.33,18.31,8.18,18956,43.81,19.38,12.69,10.12,0,492.4
Flagstaffcity,AZ,45857,3.18,25.53,43.03,28.52,3.98,28382,13.08,32.75,7.14,9.73,0,493.46
Midvalecity,UT,11886,2.57,16.12,35.49,18.9,9.93,21183,26.28,13.24,7.12,14.83,4,493.73
Lakewoodcity,CO,126481,2.45,12.26,26.6,12.44,9.4,34054,11.82,29.63,4.78,14.97,0,493.93
Winslowtownship,NJ,30087,3.09,13.28,27.49,11.39,7.47,39916,24.15,17.48,5.37,9.94,0,494.37
Walnutcity,CA,29105,3.71,17.24,26.3,13.02,3.71,64333,12.47,35.13,4.28,5.63,0,495.28
Westminstercity,CA,78118,3.12,14.94,30.67,15.31,8.73,41364,24.87,18.15,5.72,10.69,2,496.56
Franklincity,TN,20098,2.57,12.07,26.55,11.28,9.2,32348,23.2,28.74,3.52,12.39,0,497.69
Bartlesvillecity,OK,34256,2.44,12.56,21.85,10.15,15.1,30366,17.59,31.62,4.6,10.32,0,499.32
GalenaParkcity,TX,10033,3.27,17.14,28.5,13.7,10.09,24103,46.07,3.49,8.29,10.26,0,499.33
Elkhartcity,IN,43627,2.49,13.24,28.17,13.42,11.67,25291,28.27,13.69,5.01,15.89,9,499.59
Reidsvillecity,NC,12183,2.41,13.16,24.77,11.85,18.12,21581,38.79,15.26,6.23,14.04,0,499.72
Bendcity,OR,20469,2.4,13.98,27.04,12.99,11.76,25787,14.69,23.02,4.24,15.17,6,500.47
Clintontown,MA,13222,2.49,11.72,27.95,12.55,13.58,34091,21.36,17.01,5.35,11.27,0,500.94
Stamfordtown,CT,108056,2.58,10.46,26,11.55,11.86,49787,18.81,35.13,5.08,9.86,18,500.94
Plantationcity,FL,66692,2.52,12.47,24.85,11.7,13.02,41832,12.34,31.73,3.91,10.27,0,502.05
Morgantoncity,NC,15085,2.49,11.74,23.82,11.61,16.43,25007,35.02,18.81,4.05,13.62,0,503.48
Aikencity,SC,19872,2.56,12.26,23.43,10.72,14.62,33273,20.62,33.06,4.96,11.35,0,504.2
Marlboroughcity,MA,31813,2.62,11.5,29.31,13.27,9.73,41315,16.95,26.63,6.16,10.15,0,505.1
KlamathFallscity,OR,17737,2.46,15.8,29.68,16.21,13.06,19382,24.67,15.75,9.39,14.61,2,506.21
NewCastlecity,PA,28334,2.49,11.82,22.05,10.84,20.09,17103,32.17,8.59,10.36,11.59,0,506.39
Washingtoncity,MO,10704,2.61,12.74,26.37,11.77,13.85,30650,25.05,14.01,3.64,8.24,0,507.39
Eustiscity,FL,12967,2.38,10.58,19.91,9.39,25.46,21328,29.99,15.84,7.37,11.33,0,508.57
Montclairtownship,NJ,37729,2.6,11.66,24.26,11.46,12.82,52442,13.03,49.32,5.41,10.52,3,509.18
ElRenocity,OK,15414,2.89,13.12,24.56,11.15,12.7,22027,27.8,9.97,7.84,14.68,0,509.56
ColoradoSpringsdivision,CO,286215,2.54,13.94,29,13.68,8.28,28539,12.38,26.69,6.73,13.53,24,510.78
SanAngelocity,TX,84474,2.76,16.42,29.95,16.25,11.57,23534,29.08,17.61,7.71,12.12,1,512.19
MidwestCitycity,OK,52267,2.56,14.63,28.65,13.56,10.49,27042,17.72,16.81,6.58,14.9,0,513
Winchestercity,KY,15799,2.55,13.77,26.79,12.42,13.11,21543,37.65,11.36,6.17,13.19,0,513.59
Dunedincity,FL,34012,2.14,9.04,17.98,8.56,28.7,25906,18.44,18.91,3.89,11.47,0,513.6
DanaPointcity,CA,31896,2.51,11.79,26.16,12.63,9.11,54516,9.73,35.78,3.82,13.6,47,514.53
Ashlandcity,KY,23622,2.33,11.89,21.59,10.29,18.06,21904,29.76,14.24,7.23,12.63,0,514.54
Downeycity,CA,91444,2.77,14,28.25,13.72,12.31,36991,23.71,16.32,5.43,12.74,3,514.99
Springfieldcity,OR,44683,2.56,14.14,29.49,14.32,9.85,21932,22.27,10.76,7.94,16.49,5,515.95
ElDoradocity,AR,23146,2.53,13.35,23.9,11.11,16.62,19205,32.44,16.25,7.53,12.73,0,516.96
Sunrisecity,FL,64407,2.45,10.24,22.49,9.5,21.48,31540,20.84,16.67,4.86,9.75,0,517.18
Petalumacity,CA,43184,2.69,12.48,24,11.09,10.28,40926,13.63,24.35,3.86,12.51,24,517.46
Woodburycity,NJ,10904,2.62,11.3,24.63,10.83,15.13,28993,27.39,20.06,8.18,12.06,0,517.6
Columbiaborough,PA,10701,2.54,12.74,26.88,12.67,15.18,23534,38.35,7.55,5.25,12.52,0,519.3
Coronacity,CA,76095,3.18,14.89,30.69,14.33,5.3,43555,23.88,17.96,5.76,9.9,9,519.47
Woodburncity,OR,13404,2.8,12.84,23.68,11.71,22.74,22253,36.64,8.55,5.64,7.98,0,521.09
Decaturcity,AL,48761,2.55,13.51,26.19,11.94,10.99,30005,25.96,20.54,5.68,11.86,0,521.87
Fairmontcity,WV,20210,2.33,16.08,26.02,16.2,19.78,18370,25.74,16.64,13.48,10.83,0,521.89
NewPortRicheycity,FL,14044,2.17,8.94,19.79,9.42,28.94,18514,32.74,8.24,5.97,13.98,9,522.13
Joplincity,MO,40961,2.34,14.24,27.39,14.46,15.32,19420,27.03,16.49,5.98,13.88,0,524.67
Medfordcity,OR,46951,2.49,12.53,24.15,11.38,15.22,25677,18.27,17.94,7.01,14.85,3,524.76
Swataratownship,PA,19661,2.58,11.32,24.35,11.22,15.45,33817,23.65,15.17,3.75,10.31,0,525.08
Aberdeencity,WA,16565,2.38,13.22,24.76,12.02,14.92,21762,26.57,12.41,10.96,15.23,0,525.42
Hueytowncity,AL,15280,2.66,13.73,24.36,11.8,13.94,29080,24.58,9.55,5.34,9.62,0,527.37
Pittsfieldcity,MA,48622,2.44,12.25,25.19,12.04,15.4,29987,21.94,19.21,7.56,11.11,0,529.02
Everettcity,WA,69961,2.44,12.22,28.51,13.27,11.42,28415,19,14.2,6.38,17.24,10,530.22
Fullertoncity,CA,114144,2.79,14.83,31.81,16.71,9.13,41921,17.28,29.83,4.66,11.2,27,530.44
Lindencity,NJ,36701,2.55,11.36,23.9,11.29,17.89,35911,31.78,12.16,6.69,9.33,0,530.57
Adacity,OK,15820,2.37,18.54,30.44,19.51,17.77,15795,29.43,23.32,8.39,12.03,0,532.85
Jacksonvillecity,NC,30013,2.75,15.13,33.21,17.06,6.9,25698,15.5,18.17,6.6,11.15,0,533.46
Wheelingcity,WV,34882,2.32,12.56,21.79,11.29,19.51,21053,25.28,18.43,6.66,11.2,9,534.04
Concordcity,CA,111348,2.65,12.92,27.42,12.7,8.56,41675,11.93,26.14,4.58,13.55,6,534.46
SanBenitocity,TX,20125,3.49,18.77,30.62,14.78,10.73,16553,53.35,9.2,13.89,10.11,0,534.6
PleasantHillcity,CA,31585,2.43,10.27,24.1,10.07,10.55,46885,7.6,35.36,3.2,13.96,22,534.69
Fergusoncity,MO,22286,2.55,11.24,24.39,10.44,14.12,29450,23.23,16.74,6.56,12.5,0,535.49
NorthSmithfieldtown,RI,10497,2.81,13.65,22.52,11.18,14.89,41449,28.52,20.77,6.22,5.73,0,535.75
Kenoshacity,WI,80352,2.69,14.34,27.95,13.49,11.95,27770,26.84,12.18,7.8,11.97,0,536.08
Davietown,FL,47217,2.64,12.46,26.77,12,8.46,36843,19.32,20.5,4.66,13.64,0,536.18
Richlandtownship,PA,12777,2.79,20.03,28.18,18.99,16.31,27154,21.41,17.87,5.82,5.98,0,536.23
Kentcity,WA,37960,2.34,13.11,33.75,16.02,6.05,32341,13.58,21.01,4.3,17,71,536.69
Centraliacity,WA,12101,2.47,13.73,25.35,12.32,15.6,21618,26.71,10.69,6.94,15.85,0,537.26
SantaRosacity,CA,113313,2.48,12.69,24.79,12.06,14.57,35237,14.3,26.88,4.62,14.42,33,537.64
HermosaBeachcity,CA,18219,1.99,6.14,35.23,11.95,5.34,54497,4.11,55.06,1.87,14.35,2,538.17
Bedfordcity,IN,13817,2.4,12.47,23.09,11.23,18.14,23603,30.4,11.33,5.94,12.3,0,538.88
Rosevillecity,CA,44685,2.69,12.77,24.5,10.58,9.87,39975,13.08,23.96,4.99,12.89,11,540.49
Carlsbadcity,CA,63126,2.53,11.12,24.15,11.03,12.11,45739,10.4,35.8,4.81,12.96,936,541.12
Naplescity,FL,19505,1.99,5.94,11.44,5.61,38.78,43148,11.17,38.01,2.99,9.37,10,541.74
Demingcity,NM,10970,2.7,15.53,24.59,11.83,17.71,15570,44.6,11.27,17.4,12.1,0,541.85
Sandwichtown,MA,15489,2.79,12.41,21.36,9.61,12.82,43500,7.93,33.6,4.36,7.83,0,541.89
Temeculacity,CA,27099,2.97,13.47,27.55,11.56,6.03,44270,12.43,21.88,4.34,10.13,0,542.11
TempleCitycity,CA,31100,2.81,14.02,25.54,12.49,13.07,38789,16.88,21.91,4.6,10.98,0,542.71
Norwichtown,CT,37391,2.49,12.12,27.53,12.66,13.99,29354,28.15,16.42,7.15,12.71,10,543.6
Alhambracity,CA,82106,2.91,14,30.72,14.87,11.07,31368,27.91,22.92,6.05,10.17,1,544.59
Mercedcity,CA,56216,3.07,15.46,30.16,14.34,8.08,24727,30.87,15.79,9.99,13.34,0,545.75
Angletoncity,TX,17140,2.88,14.8,27.74,12.5,7.77,32098,19.53,14.37,5.2,11.59,0,546.28
Natchezcity,MS,19460,2.54,14.5,23.98,11.82,15.67,16769,31.12,18.69,12.38,13.49,0,549.22
Greenbeltcity,MD,21096,2.26,13.15,38.38,20.21,5.86,38956,8.76,44.72,3.76,13.27,0,551.32
UnionCitycity,CA,53762,3.42,15.7,28.93,13.78,6.35,46988,22.53,20.58,4.49,9.45,6,551.55
Corningcity,NY,11938,2.26,12.58,25.86,12.58,16.98,24127,21.56,21.13,6.84,13.21,0,551.69
PacificGrovecity,CA,16117,2.2,9.28,20.97,9.42,16.42,33385,10.76,35.8,3.63,16.22,0,554.08
FortWaynecity,IN,173072,2.49,14.06,28.56,13.77,11.72,26344,22.88,15.74,6.15,13.69,14,555.18
Tempecity,AZ,141865,2.55,18.97,38.87,22.84,5.96,31885,10.08,36.75,5.19,11.25,0,556.4
Athenscity,AL,16901,2.54,13.54,26.18,12.93,13.57,25823,33.7,20.39,6.03,10.3,1,556.88
Greenvillecity,MS,45226,2.95,17.15,28.12,13.63,10.96,18060,38.54,15.58,12.45,13.52,0,559.55
NewSmyrnaBeachcity,FL,16543,2.1,7.94,15.9,7.56,31.81,23630,20.63,18.03,6.83,11.88,0,559.59
Pennsaukentownship,NJ,34738,2.8,12.08,24.73,11.21,14.34,36097,25.15,13.34,4.26,9.35,0,559.86
SanRafaelcity,CA,48404,2.39,10.41,24.63,11.92,12.27,41922,11.04,38.35,4.77,14.02,16,560.45
NorthAugustacity,SC,15351,2.45,13.39,28.11,12.4,11.49,32877,18.08,25.47,3.62,12.39,0,560.56
Rockledgecity,FL,16023,2.63,11.91,23.09,10.33,13.65,34934,14.21,21.25,5.39,11.99,0,560.71
Huntingtoncity,WV,54844,2.34,17.19,28.54,17.51,17.59,18276,27.58,20.85,10.76,12.48,6,563.33
DesMoinescity,WA,17283,2.45,10.87,27.8,12.06,13.15,32145,13.79,19.9,4.22,15.5,2,564.85
Baytowncity,TX,63850,2.85,16.11,29.89,14.6,8.86,30151,28.77,14.67,7.87,12.82,20,566.03
Waterburytown,CT,108961,2.52,12.46,27.7,12.94,14.74,30533,33.18,14.11,7.77,11.36,7,566.06
Somersetcity,KY,10733,2.52,13.16,24.8,11.99,17.32,16810,43.59,14.98,5.82,12.45,0,566.36
Mesquitecity,TX,101484,2.83,14.14,28.92,12.52,4.73,35934,18.76,18.31,4.74,13.21,4,566.64
Amesburytown,MA,14997,2.72,12.23,25.71,11.64,10.12,37889,20.07,21.55,8.27,10.59,0,566.68
Plainviewcity,TX,21700,2.94,16.17,29.12,14.57,11.21,21433,37.63,13.92,8,9.99,0,567.16
Burlingtoncity,NC,39498,2.38,12.57,25.01,12.3,15.75,26500,29.67,19.21,3.45,12.64,0,567.54
Easleycity,SC,15195,2.55,13.89,25.71,12.6,13.41,26674,35.79,16.24,5.31,10.91,0,568.5
WestNewYorktown,NJ,38125,2.64,12.96,28.23,13.58,12.39,26361,50.1,12.38,8.59,13.27,2,568.75
Kingsportcity,TN,36365,2.33,12.17,22.35,11.19,18.11,22750,32.08,20.35,6.41,12.94,2,570.65
Millingtoncity,TN,17866,4.29,36.56,54.63,40.48,3.01,23815,13.48,10.08,3.28,7.01,0,570.7
BuenaParkcity,CA,68784,3.1,13.83,29.64,14.3,7.48,41435,23.34,15.93,5.7,12.08,8,570.95
NorthAdamscity,MA,16797,2.54,18.56,31.87,19.59,15.06,22100,31.84,12.11,9.86,10.93,0,571.65
Jonesborocity,AR,46535,2.59,18.3,33.13,19.49,10.13,23318,26.75,21.17,5.1,11.4,0,572.35
Haverhillcity,MA,51418,2.63,12.13,27.84,12.58,12.17,36945,21.96,21.02,7.13,10.52,1,572.76
Woodlandcity,CA,39802,2.8,13.77,26.89,12.18,9.84,31671,23.84,17.03,7.85,13.1,5,574.24
Casselberrycity,FL,18911,2.51,12.58,27.02,12.66,12,31231,17.7,17.41,4.2,15.1,0,575.26
Ogdencity,UT,63909,2.64,15.36,29.27,14.82,12.98,23487,24.93,16.21,8.2,14.35,62,577.28
GrandJunctioncity,CO,29034,2.27,14.12,25.56,14.13,17.05,19042,22.87,17.91,8.53,16.79,29,577.61
Stuttgartcity,AR,10420,2.58,14.61,24.95,11.49,13.91,20618,34.62,13.1,6.84,11.2,0,578.26
Roanokecity,VA,96397,2.35,11.78,25.45,12.17,15,22591,32.03,15.65,5.47,15.09,15,578.8
DalyCitycity,CA,92311,3.18,13.75,28.49,14.07,9.6,41533,21.19,24.21,5.43,10.26,60,579.84
Independencecity,MO,112301,2.48,12.45,25.52,11.82,13,28242,21.65,13.74,5.46,13.12,0,581.49
Harrisontown,NJ,13425,2.76,12.86,28.54,12.71,12.48,33969,42.64,15.25,7.53,8.63,0,581.57
Lakewoodtownship,NJ,45048,2.75,12.49,24.83,11.68,17.97,29211,27.3,17.19,7.29,8.54,5,581.98
Sedaliacity,MO,19800,2.35,12.59,24.72,11.63,17.34,19775,30.89,11.26,9.11,12.53,0,582.45
Weehawkentownship,NJ,12385,2.45,10.93,29.24,12.45,11.29,34716,29.51,27.55,8.2,10.6,0,583.07
Shelbyvillecity,TN,14049,2.47,13.8,26.42,13.1,15.54,20099,44.71,10.09,6.23,13.95,0,583.99
Carrborotown,NC,11553,2.05,18.2,53.03,32.36,4.06,19799,11.13,56.72,4.87,9.6,0,585.46
Dinubacity,CA,12743,3.41,16.12,29.5,14.75,10.45,22032,50.72,8.98,14.95,8.21,0,587.33
Columbiacity,MO,69101,2.67,26.06,45.3,32.02,7.48,22059,12.8,44.98,4.91,8.97,3,587.55
Portervillecity,CA,29563,3.08,15.62,27.55,12.98,11.28,22168,39.22,12.49,12.79,12.79,9,589.14
SanLuisObispocity,CA,41958,2.48,23.32,47.67,34.93,10.54,25982,11.01,34.88,5.68,8.96,1,589.98
Erlangercity,KY,15979,2.71,13.49,29.51,13.42,8.09,33502,17.79,16.17,2.84,11.03,0,591.05
Evansvillecity,IN,126272,2.38,12.86,26.03,12.69,15.2,22936,27.61,14.56,7.12,14.41,4,591.12
Thomasvillecity,GA,17457,2.6,14.28,24.79,11.38,14.79,20349,34.89,18.42,6.6,14.53,0,591.24
Freeportcity,TX,11389,3.01,16.36,28.62,13.74,8.53,21483,41.9,6.41,9.57,13.03,0,592.34
BayCitycity,TX,18170,2.73,15.26,27.95,12.48,9.38,25452,29.38,15.35,7.84,12.21,0,592.36
Jacksonvillecity,TX,12765,2.75,16.09,27.19,14.58,15.22,17552,39.11,13.46,8.82,12.79,0,594.35
Daltoncity,GA,21761,2.49,14.88,29.54,15.55,11.84,24517,38.15,20.04,5.78,15.73,1,595.42
Rentoncity,WA,41688,2.29,11.44,29.47,13.1,9.57,32393,14.49,21.76,4.58,15.35,5,596.65
SilverCitytown,NM,10683,2.76,17.89,28.35,15.03,12.93,19413,27.47,19.7,11.22,12.48,0,597.12
WestSpringfieldtown,MA,27537,2.4,11.57,25.44,11.91,13.81,32194,21.38,19.23,5.2,11.87,0,597.51
MenloParkcity,CA,28040,2.37,8.19,21.09,8.71,15.66,50468,10.33,54.84,3.23,12.85,18,598.56
RedondoBeachcity,CA,60167,2.25,8.78,29.76,11.31,6.69,51913,9.58,40.44,3.38,15.62,29,599.45
Alamedacity,CA,76459,2.63,12.98,29.22,15.31,10.55,38122,11.89,31.26,3.53,13.3,0,599.49
Austincity,TX,465622,2.42,16.73,35.98,19.84,6.63,25414,17.67,34.4,6.32,13.62,60,599.78
Albanycity,CA,16327,2.27,9.56,23.73,10.12,11.57,34836,8.15,55.47,2.96,13.27,0,601.38
SouthSaltLakecity,UT,10129,2.29,13.07,31.21,15.39,11.88,18627,27.29,9.56,7.93,18.25,14,602.73
Lindenwoldborough,NJ,18734,2.36,11.97,33.32,14.65,7.85,31793,21.47,16.33,6.25,14.09,0,602.9
PalmBaycity,FL,62632,2.68,11.9,26.35,11.03,10.7,30287,17.89,16.66,5.84,11.27,0,602.99
TheVillagecity,OK,10353,2.27,8.66,24.32,9.53,15.1,28097,11.55,30.52,3.57,13.54,0,603.84
BaldwinParkcity,CA,69330,4.17,18.77,34.53,17.32,5.16,32684,49.5,9.68,8.45,9.66,3,604.42
Maryvillecity,TN,19208,2.49,13.88,24.42,13.06,16.87,25223,28.26,23.72,6.43,12.11,0,604.73
SanDimascity,CA,32397,2.96,14.8,26.1,13.03,8.38,50268,14.84,26.72,3.42,11.3,0,605.74
Florencecity,AL,36426,2.44,15.39,27.79,15.85,14.84,21459,29.79,22.56,6.99,10.96,0,607.03
Americuscity,GA,16512,2.84,17.45,30.69,16.93,12.95,18593,37.86,17.47,10.62,13.56,0,607.8
WestMonroecity,LA,14096,2.39,13.41,25.72,12.61,16.01,18519,28.76,16.82,7.44,14.84,0,609.46
Norcocity,CA,23302,4.17,14.06,30.74,14.58,4.44,51594,24.25,10.32,5.1,9.94,0,609.81
Columbuscity,GA,179278,2.72,15.74,30.25,15.46,9.92,24056,28.48,16.61,7.16,14.31,18,611.05
Napacity,CA,61842,2.59,12.51,24.69,11.81,13.09,35479,19.24,19.18,4.78,13.52,1,611.64
Cerescity,CA,26314,3.07,14.34,28.25,12.21,7.9,30876,32.86,8.83,10.04,12.08,0,611.64
GardenGrovecity,CA,143050,3.21,14.27,30.28,14.73,7.99,39882,25.6,16.14,6.21,11.61,15,616.67
Mantecacity,CA,40773,3.03,14.82,27.77,12.63,7.43,35083,25.12,10.11,6.97,12.82,0,617.09
Ocoeecity,FL,12778,3.05,15.14,29.13,12.51,6.28,32014,28.86,9.57,5.19,11.24,0,618.06
Hagerstowncity,MD,35445,2.35,11.76,26.93,12.96,14.26,22859,34.97,9.93,4.28,15.65,0,618.78
SanJacintocity,CA,16210,2.69,12.09,24.11,11.02,19.78,20810,39.28,7.75,8.24,12.61,0,619.51
Pacificacity,CA,37670,2.82,12.25,25.31,11.47,6.95,47533,13.45,22.81,3.35,11.75,0,619.57
CocoaBeachcity,FL,12123,2.01,8.06,17.47,8.07,26.74,35862,9.8,34.74,3.72,13.3,3,620.31
Torrancecity,CA,133107,2.53,11.6,25.37,11.61,10.78,47204,12.38,31.23,3.95,11.64,18,620.53
Bremertoncity,WA,38142,2.59,15.99,35.51,20.6,11.78,22610,17.96,12.65,7.4,14.75,4,620.71
ElCampocity,TX,10511,2.76,14.73,25.5,11.69,13.39,21049,40.64,12.4,8.12,10.07,0,622.29
Largocity,FL,65674,2.06,8.01,19.71,8.96,28.99,24296,22.95,13.81,3.9,12.87,0,622.5
Englewoodcity,NJ,24850,2.77,11.53,24.15,11.22,12.4,46758,19.9,34.68,5.32,11.38,0,623.55
Escondidocity,CA,108635,2.77,13.04,28.88,13.69,11.32,32895,22.05,18.25,6.23,13.12,19,624.28
Cumberlandtown,RI,29038,2.7,12.14,23.98,11.47,13.33,40683,25.34,22.52,5.4,6.38,0,624.31
SantaClaritacity,CA,110642,2.88,13.95,27.8,12.98,5.74,52970,12.06,25.87,3.51,10.59,0,624.31
Laurelcity,MD,19438,2.27,8.79,33.22,12.7,6.15,44002,13.22,36.09,2.22,14.85,0,626.09
Goodlettsvillecity,TN,11219,2.55,13.41,27.43,12.59,9.31,35483,21.3,17.76,2.2,12.19,0,627.84
Laconiacity,NH,15743,2.55,13.16,25.3,11.91,13.36,29116,22.98,17.39,7.74,13.3,0,627.91
Asheborocity,NC,16362,2.35,11.86,25.06,12.9,17.44,24294,34.52,15.32,3.91,13.66,0,628.09
Reddingcity,CA,66462,2.55,13.12,25.05,11.86,13,25828,19.01,16.64,8.74,15.71,282,631.89
Shivelycity,KY,15535,2.35,11.03,22.38,10.41,18.63,24966,34.99,7.21,6.09,13.24,0,632.63
RoanokeRapidscity,NC,15722,2.49,13.92,25.4,12.01,13.85,22276,34.35,11.85,6.92,11.96,0,634.79
Keansburgborough,NJ,11069,2.92,14.2,28.57,12.85,9.89,31769,36.55,5.3,11.03,10.97,1,635.43
UniversityCitycity,MO,40087,2.42,13,26.62,13.12,12.03,32150,16.42,41.18,6.44,12.51,2,636.96
WestCovinacity,CA,96086,3.19,15.55,29.44,14.49,8.07,42481,19.41,20.2,4.96,11.15,0,639.59
FallRivercity,MA,92703,2.49,13.45,27.7,13.93,16.06,22452,53.3,8.43,9.93,10.52,1,640.62
Killeencity,TX,63535,2.73,17.26,39.65,21.23,3.69,22468,14.16,14.42,9.52,11.39,6,643.24
Lubbockcity,TX,186206,2.69,18.34,35.04,20.23,8.84,24130,24.43,25.96,6.56,10.98,25,643.52
YubaCitycity,CA,27437,2.59,13.67,28.92,13.69,10.47,23491,25.73,16.37,11,16.73,41,644.09
Marinacity,CA,26436,3.34,16.16,37.22,19.09,4.13,29043,15.83,17.01,3.5,9.33,0,644.75
Uxbridgetown,MA,10415,2.76,12.77,25.62,11.64,11.44,40059,23.43,19.86,6.65,7.42,0,645.16
SanJosecity,CA,782248,3.13,14.34,30.37,14.46,6.56,46206,22.84,25.33,5.54,11.64,145,646.17
Neptunetownship,NJ,28148,2.71,11.82,23.2,10.65,14.35,37911,21.98,20.22,5.76,11.34,0,648.56
Frankfortcity,KY,25968,2.35,13.77,26.81,13.72,12.87,25670,22.88,22.66,5.14,15.85,0,648.57
RockSpringscity,WY,19050,2.67,15.43,26.48,11.73,8.64,34372,17.5,14.84,5.13,11.89,0,649.83
Lebanoncity,OR,10950,2.53,13.39,24.58,11.73,16.48,20711,27.85,9.35,10.38,13.43,2,650.49
LaMiradacity,CA,40452,3.18,16.12,28.36,15.09,10.61,47143,18.94,17.8,4.57,8.89,0,650.56
Beaconcity,NY,13243,2.81,12.24,26.41,11.93,11.84,32633,29.68,15.87,7.29,10.45,0,651.61
VeroBeachcity,FL,17350,2.1,8.77,18.62,8.96,27.09,26877,19.48,23.51,7.16,13.57,2,657.11
Hannibalcity,MO,18004,2.54,13.68,24.53,11.65,15.89,20095,31.64,13.94,9.47,11.5,0,657.14
Azusacity,CA,41333,3.27,16.8,35.99,18.99,6.46,31889,37.27,12.14,8.28,12.21,0,658.05
Alexandriacity,VA,111183,2.09,8.3,30.47,12.81,9.02,41472,13.09,48.55,3.5,14.47,2,659.56
Mansfieldcity,TX,15607,3.04,15.17,27.98,12.46,5.8,38108,18.02,19.99,5.24,9.08,0,659.78
Waxahachiecity,TX,18168,2.87,16.68,29.2,14.82,12.27,24244,29.57,16.26,7.35,10.88,0,661.06
Waterloocity,IA,66467,2.46,13.45,24.52,11.73,14.03,23578,22.09,14.09,7.22,11.6,4,661.25
Portsmouthcity,OH,22676,2.35,13.59,23.61,11.62,18.44,15732,35.7,11.45,11.52,14.53,0,662.2
MichiganCitycity,IN,33822,2.69,13.81,27.35,13.08,12.56,23127,30.88,9.43,7.88,15.37,0,663.76
Genevacity,NY,14143,2.68,21.01,33.35,21.95,14.55,23886,24.81,17.44,6.81,9.49,0,667.04
Cohoescity,NY,16825,2.36,12.9,26.47,12.87,16.65,24319,33.74,10.12,7.11,11.4,0,669.02
Freeholdborough,NJ,10742,2.8,12.7,27.85,12.91,11.8,40327,26.45,21.7,6.58,10.84,0,669.13
Athenscity,TN,12054,2.49,14.88,26.9,13.95,14.85,19259,40.15,17.39,9.34,12.82,0,669.95
Amarillocity,TX,157615,2.58,13.91,26.6,12.44,10.85,24915,24.28,17.77,6.76,13.63,23,671.46
SouthOrangeVillagetownship,NJ,16390,3.17,22.12,33.08,22.43,11.56,64338,9.98,53.09,3.64,6.55,0,672.35
ChapelHilltown,NC,38719,2.81,30.34,51.27,37.75,7.53,30489,6.65,71.16,4.42,7.23,5,672.46
SanAntoniocity,TX,935933,2.86,15.89,30.35,14.98,9.5,23584,30.87,17.84,8.92,14.01,44,672.57
Portlandcity,ME,64358,2.28,11.84,30.02,14.82,12.71,26576,16.81,29.61,6.75,13.46,1,673.11
AppleValleytown,CA,46079,2.96,14.45,26.16,11.59,9.35,34050,19.86,14.95,7.89,11.14,0,673.62
Tauntoncity,MA,49832,2.64,12.83,27.96,12.91,12.63,32315,33.25,12.08,8.8,10.31,0,674.31
Alicecity,TX,19788,3.11,16.25,27.12,13.19,11.2,18962,41.74,10.58,9.97,10.33,0,674.67
Northbridgetown,MA,13371,2.81,13.4,26.28,12.2,12.41,36634,26.99,16.45,7.65,8.68,0,674.75
Hanfordcity,CA,30897,2.85,14.67,28.08,12.69,9.82,26629,29.01,11.94,9.04,12.99,0,676.45
Corsicanacity,TX,22911,2.67,15.84,27.12,14.35,15.63,21238,35.92,15.48,8.15,12.16,0,681.32
Allentowncity,PA,105090,2.46,12.67,27.39,13.52,15.05,25983,30.56,15.27,6.26,12.07,11,681.43
Noblesvillecity,IN,17655,2.65,13.57,26.76,11.61,8.83,36652,18.89,29.14,2.82,11.53,0,682.12
Martinsvillecity,VA,16162,2.36,12.16,22.94,10.7,17.94,22446,37.05,15.82,5.68,13.39,3,682.23
MineralWellscity,TX,14870,2.73,14.36,26.34,12.69,14.45,19456,37.38,11.25,9.68,14.39,0,683.46
Covinacity,CA,43207,2.78,13.93,28.69,13.86,9.67,38907,17.52,16.37,5.35,13.54,0,686.47
Eufaulacity,AL,13220,2.7,15.79,26.93,12.78,12.62,21920,37.64,15.52,7.44,12.12,0,686.71
Renocity,NV,133850,2.34,12.38,28.35,14.27,10.86,28388,18.06,22.41,5.5,18.67,32,687.49
Nacogdochescity,TX,30872,2.73,29.2,47.14,35.76,9.41,15917,27.22,26.03,7.18,8.9,0,689.27
Laredocity,TX,122899,3.84,19.93,33.12,16.79,7.32,18395,51.16,11.63,11.24,8.73,0,689.42
TexasCitycity,TX,40822,2.7,15.24,26.94,12.93,10.48,26144,28.58,9.87,8.15,15.11,13,690.29
FortSmithcity,AR,72798,2.46,13.68,26.3,12.48,13.29,23835,26.71,16.74,5.61,13.61,5,690.79
